file,s640,s640_n,anchors,cands,s512,s512_n,s448,s448_n,s640_r0,s640_r0_n,cluster,w,h,mp,votes,cat,disagree
001661.jpg,2022-04-26,1,[],['2022-04-26'],2022-04-26,1,2022-04-26,1,2022-04-26,1,mid,907,1209,1.096563,"['2022-04-26', '2022-04-26', '2022-04-26', '2022-04-26']",D_전원일치,0.0
002892.jpg,,0,[],[],2021-03-31,1,2020-10-04,1,,0,mid,916,1221,1.118436,"[None, '2021-03-31', '2020-10-04', None]",A_날짜불일치,0.5
002774.jpg,,0,"['까지', '별도표기']",[],,0,,0,,0,mid,768,1024,0.786432,"[None, None, None, None]",C_전원실패,0.0
002888.jpg,2021-07-15,1,[],['2021-07-15'],2021-07-15,1,2021-07-15,1,2021-07-15,1,mid,1004,1339,1.344356,"['2021-07-15', '2021-07-15', '2021-07-15', '2021-07-15']",D_전원일치,0.0
001374.jpg,,0,['MFG'],[],,0,,0,,0,mid,1259,944,1.188496,"[None, None, None, None]",C_전원실패,0.0
002913.jpg,2020-11-18,1,[],['2020-11-18'],2020-11-18,1,2020-11-18,1,2020-11-18,1,mid,1045,1394,1.45673,"['2020-11-18', '2020-11-18', '2020-11-18', '2020-11-18']",D_전원일치,0.0
001311.jpg,2022-10-20,1,['제조일자'],['2022-10-20'],2022-10-20,1,2022-10-20,1,2022-10-20,1,mid,941,1251,1.177191,"['2022-10-20', '2022-10-20', '2022-10-20', '2022-10-20']",D_전원일치,0.0
002719.jpg,2026-01-09,1,"['까지', '별도표기', '제조일자']",['2026-01-09'],2026-01-09,1,2026-01-09,1,2026-01-09,1,mid,996,1328,1.322688,"['2026-01-09', '2026-01-09', '2026-01-09', '2026-01-09']",D_전원일치,0.0
002174.jpg,2021-09-05,1,[],['2021-09-05'],2021-09-05,1,2021-09-05,1,2021-09-05,1,mid,884,1179,1.042236,"['2021-09-05', '2021-09-05', '2021-09-05', '2021-09-05']",D_전원일치,0.0
003236.jpg,2021-03-30,1,['까지'],['2021-03-30'],,0,,0,2021-03-30,1,mid,1477,1969,2.908213,"['2021-03-30', None, None, '2021-03-30']",B_검출경계,0.5
000726.jpg,,0,[],[],,0,,0,,0,mid,1008,1792,1.806336,"[None, None, None, None]",C_전원실패,0.0
002068.jpg,,1,[],['2009-11-22'],,1,,1,,1,mid,482,592,0.285344,"[None, None, None, None]",C_전원실패,0.0
003243.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,1896,1422,2.696112,"[None, None, None, None]",C_전원실패,0.0
001573.jpg,2022-01-06,1,[],['2022-01-06'],2022-01-06,1,2022-01-06,1,2022-01-06,1,mid,717,957,0.686169,"['2022-01-06', '2022-01-06', '2022-01-06', '2022-01-06']",D_전원일치,0.0
001531.jpg,2022-06-06,1,[],['2022-06-06'],,0,,0,,0,mid,874,1166,1.019084,"['2022-06-06', None, None, None]",B_검출경계,0.25
002134.jpg,2022-11-02,1,[],['2022-11-02'],2022-11-02,1,2022-11-02,1,2022-11-02,1,mid,756,1008,0.762048,"['2022-11-02', '2022-11-02', '2022-11-02', '2022-11-02']",D_전원일치,0.0
002029.jpg,2020-11-22,1,[],['2020-11-22'],2020-11-22,1,2020-11-22,1,2020-11-22,1,mid,598,856,0.511888,"['2020-11-22', '2020-11-22', '2020-11-22', '2020-11-22']",D_전원일치,0.0
002516.jpg,2022-07-20,1,[],['2022-07-20'],2022-07-20,1,2022-07-20,1,2022-07-20,1,mid,1105,1474,1.62877,"['2022-07-20', '2022-07-20', '2022-07-20', '2022-07-20']",D_전원일치,0.0
001384.jpg,,0,[],[],,0,,0,,0,mid,878,1127,0.989506,"[None, None, None, None]",C_전원실패,0.0
002273.jpg,2021-08-09,1,[],['2021-08-09'],2021-08-09,1,,0,,0,mid,1132,1509,1.708188,"['2021-08-09', '2021-08-09', None, None]",B_검출경계,0.5
002408.jpg,,0,[],[],,0,,1,,0,mid,937,1249,1.170313,"[None, None, None, None]",C_전원실패,0.0
002286.jpg,2021-12-31,1,[],['2021-12-31'],2021-12-31,1,2021-12-31,1,2021-12-31,1,mid,989,1319,1.304491,"['2021-12-31', '2021-12-31', '2021-12-31', '2021-12-31']",D_전원일치,0.0
001231.jpg,2021-05-05,2,[],"['2005-05-10', '2021-05-05']",,0,2021-05-05,1,2021-05-05,2,mid,1067,801,0.854667,"['2021-05-05', None, '2021-05-05', '2021-05-05']",B_검출경계,0.25
000677.jpg,2027-08-17,1,['까지'],['2027-08-17'],2027-08-17,1,2027-08-17,1,2027-08-17,1,mid,1218,2166,2.638188,"['2027-08-17', '2027-08-17', '2027-08-17', '2027-08-17']",D_전원일치,0.0
003122.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,1536,2048,3.145728,"[None, None, None, None]",C_전원실패,0.0
002974.jpg,,0,[],[],,0,,0,,0,mid,784,1046,0.820064,"[None, None, None, None]",C_전원실패,0.0
002414.jpg,2021-11-01,1,"['까지', '제조일자']",['2021-11-01'],2021-11-01,1,2021-11-01,1,2021-11-01,1,mid,1080,1439,1.55412,"['2021-11-01', '2021-11-01', '2021-11-01', '2021-11-01']",D_전원일치,0.0
002552.jpg,2021-01-22,1,['BEST_BEFORE'],['2021-01-22'],2021-01-22,1,2021-01-22,1,2021-01-22,1,mid,903,1202,1.085406,"['2021-01-22', '2021-01-22', '2021-01-22', '2021-01-22']",D_전원일치,0.0
000563.jpg,2026-01-10,1,['까지'],['2026-01-10'],2026-01-10,1,2026-01-10,1,2026-01-10,1,mid,1050,1400,1.47,"['2026-01-10', '2026-01-10', '2026-01-10', '2026-01-10']",D_전원일치,0.0
000673.jpg,,0,"['유통기한', '제조일자']",[],,0,,0,,0,mid,1501,2669,4.006169,"[None, None, None, None]",C_전원실패,0.0
002311.jpg,,0,['제조일자'],[],2020-06-17,1,2020-08-17,1,,0,mid,1096,1462,1.602352,"[None, '2020-06-17', '2020-08-17', None]",A_날짜불일치,0.5
003316.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,1270,1695,2.15265,"[None, None, None, None]",C_전원실패,0.0
001597.jpg,2021-03-07,3,"['까지', '부터']","['2002-01-12', '2020-12-01', '2021-03-07']",2021-03-07,1,2021-02-12,1,2021-03-07,3,mid,797,1062,0.846414,"['2021-03-07', '2021-03-07', '2021-02-12', '2021-03-07']",A_날짜불일치,0.25
002711.jpg,2022-01-11,1,[],['2022-01-11'],,0,,0,2022-01-11,1,mid,908,1211,1.099588,"['2022-01-11', None, None, '2022-01-11']",B_검출경계,0.5
001498.jpg,2021-06-30,1,"['별도표기', '유통기한', '제조일자']",['2021-06-30'],,0,,0,,0,mid,756,1008,0.762048,"['2021-06-30', None, None, None]",B_검출경계,0.25
001569.jpg,2021-11-30,1,[],['2021-11-30'],2021-11-30,1,2021-11-30,1,2021-11-30,1,mid,756,1008,0.762048,"['2021-11-30', '2021-11-30', '2021-11-30', '2021-11-30']",D_전원일치,0.0
000732.jpg,,0,[],[],,0,,0,,0,mid,1328,2361,3.135408,"[None, None, None, None]",C_전원실패,0.0
000692.jpg,,0,[],[],2026-08-21,1,2026-08-21,1,,0,mid,1223,2175,2.660025,"[None, '2026-08-21', '2026-08-21', None]",B_검출경계,0.5
000901.jpg,,0,[],[],,0,,0,,0,mid,1316,987,1.298892,"[None, None, None, None]",C_전원실패,0.0
001328.jpg,2021-06-26,1,['까지'],['2021-06-26'],2021-06-26,1,2021-06-26,1,2021-06-26,1,mid,1313,984,1.291992,"['2021-06-26', '2021-06-26', '2021-06-26', '2021-06-26']",D_전원일치,0.0
001665.jpg,2021-01-28,1,[],['2021-01-28'],2021-01-28,1,2021-01-28,1,2021-01-28,1,mid,909,1212,1.101708,"['2021-01-28', '2021-01-28', '2021-01-28', '2021-01-28']",D_전원일치,0.0
002454.jpg,,0,[],[],,0,,0,,0,mid,948,1264,1.198272,"[None, None, None, None]",C_전원실패,0.0
001508.jpg,2021-10-19,1,[],['2021-10-19'],2021-10-19,1,2021-10-19,1,2021-10-19,1,mid,824,1051,0.866024,"['2021-10-19', '2021-10-19', '2021-10-19', '2021-10-19']",D_전원일치,0.0
002347.jpg,2021-10-04,1,[],['2021-10-04'],2021-10-04,1,2021-10-04,1,2021-10-04,1,mid,775,1033,0.800575,"['2021-10-04', '2021-10-04', '2021-10-04', '2021-10-04']",D_전원일치,0.0
002077.jpg,2020-10-21,1,[],['2020-10-21'],2020-10-21,1,2020-10-21,1,2020-10-21,1,mid,614,939,0.576546,"['2020-10-21', '2020-10-21', '2020-10-21', '2020-10-21']",D_전원일치,0.0
002617.jpg,2022-05-04,1,"['까지', '유통기한']",['2022-05-04'],2022-05-04,1,2022-05-04,1,2022-05-04,1,mid,1019,1358,1.383802,"['2022-05-04', '2022-05-04', '2022-05-04', '2022-05-04']",D_전원일치,0.0
002074.jpg,,0,[],[],,0,,0,,0,mid,686,917,0.629062,"[None, None, None, None]",C_전원실패,0.0
002357.jpg,2021-10-10,1,"['까지', '별도표기', '유통기한', '제조일자']",['2021-10-10'],2021-10-10,1,2021-10-10,1,2021-10-10,1,mid,595,1274,0.75803,"['2021-10-10', '2021-10-10', '2021-10-10', '2021-10-10']",D_전원일치,0.0
002447.jpg,2021-02-04,1,['제조일자'],['2021-02-04'],2021-02-04,1,2021-11-02,2,2021-02-04,1,mid,1071,1429,1.530459,"['2021-02-04', '2021-02-04', '2021-11-02', '2021-02-04']",A_날짜불일치,0.25
000594.jpg,2026-08-25,2,"['까지', '부터']","['2025-08-26', '2026-08-25']",2025-08-26,1,2026-08-25,2,2026-08-25,2,mid,1613,763,1.230719,"['2026-08-25', '2025-08-26', '2026-08-25', '2026-08-25']",A_날짜불일치,0.25
003318.jpg,,0,[],[],,0,,0,,0,mid,1284,1711,2.196924,"[None, None, None, None]",C_전원실패,0.0
001456.jpg,2023-09-23,1,"['까지', '별도표기', '유통기한']",['2023-09-23'],2022-05-28,1,2022-05-28,1,2023-09-23,1,mid,644,863,0.555772,"['2023-09-23', '2022-05-28', '2022-05-28', '2023-09-23']",A_날짜불일치,0.5
000686.jpg,2025-10-12,3,"['까지', '소비기한', '제조일자']","['2018-09-14', '2025-10-03', '2025-10-12']",2025-10-12,1,2025-10-12,2,2025-10-12,3,mid,972,1728,1.679616,"['2025-10-12', '2025-10-12', '2025-10-12', '2025-10-12']",D_전원일치,0.0
001282.jpg,,0,[],[],,0,,0,,0,mid,940,1253,1.17782,"[None, None, None, None]",C_전원실패,0.0
002582.jpg,2022-10-10,1,['제조일자'],['2022-10-10'],,0,2021-01-07,1,2022-10-10,1,mid,1126,1501,1.690126,"['2022-10-10', None, '2021-01-07', '2022-10-10']",A_날짜불일치,0.5
002259.jpg,2022-12-15,1,"['까지', '유통기한']",['2022-12-15'],2022-12-15,1,2022-12-15,1,2022-12-15,1,mid,1116,1488,1.660608,"['2022-12-15', '2022-12-15', '2022-12-15', '2022-12-15']",D_전원일치,0.0
001774.jpg,,0,[],[],,0,,0,,0,mid,943,859,0.810037,"[None, None, None, None]",C_전원실패,0.0
002836.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,704,848,0.596992,"[None, None, None, None]",C_전원실패,0.0
002093.jpg,2021-11-17,1,[],['2021-11-17'],2021-11-17,1,2021-11-17,1,2021-11-17,1,mid,700,934,0.6538,"['2021-11-17', '2021-11-17', '2021-11-17', '2021-11-17']",D_전원일치,0.0
003150.jpg,,0,[],[],,0,2021-12-10,1,,0,mid,935,1246,1.16501,"[None, None, '2021-12-10', None]",B_검출경계,0.25
003269.jpg,,0,"['BEST_BEFORE', 'MFG']",[],,0,,0,,0,mid,1331,1775,2.362525,"[None, None, None, None]",C_전원실패,0.0
002296.jpg,2022-06-06,1,[],['2022-06-06'],2022-06-06,1,2022-06-06,1,2022-06-06,1,mid,1086,1448,1.572528,"['2022-06-06', '2022-06-06', '2022-06-06', '2022-06-06']",D_전원일치,0.0
002909.jpg,,0,[],[],,0,,0,,0,mid,760,1013,0.76988,"[None, None, None, None]",C_전원실패,0.0
002784.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,805,960,0.7728,"[None, None, None, None]",C_전원실패,0.0
000650.jpg,,0,[],[],,0,,0,,0,mid,1086,1930,2.09598,"[None, None, None, None]",C_전원실패,0.0
001827.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,1095,1460,1.5987,"[None, None, None, None]",C_전원실패,0.0
001415.jpg,,0,[],[],2022-04-20,1,,0,,0,mid,756,1008,0.762048,"[None, '2022-04-20', None, None]",B_검출경계,0.25
000590.jpg,2025-12-05,1,['까지'],['2025-12-05'],2025-12-05,1,2025-12-05,1,2025-12-05,1,mid,1050,1400,1.47,"['2025-12-05', '2025-12-05', '2025-12-05', '2025-12-05']",D_전원일치,0.0
002471.jpg,2021-03-12,1,[],['2021-03-12'],2021-03-18,2,2021-08-12,1,2021-03-12,1,mid,944,1259,1.188496,"['2021-03-12', '2021-03-18', '2021-08-12', '2021-03-12']",A_날짜불일치,0.5
002051.jpg,,1,"['EXP', '까지']",['2045-04-14'],,0,,0,,0,mid,551,851,0.468901,"[None, None, None, None]",C_전원실패,0.0
000719.jpg,,0,[],[],,0,2026-04-04,1,,0,mid,1105,1965,2.171325,"[None, None, '2026-04-04', None]",B_검출경계,0.25
002759.jpg,2021-05-12,1,[],['2021-05-12'],2021-05-12,1,2021-05-12,1,2021-05-12,1,mid,1402,1052,1.474904,"['2021-05-12', '2021-05-12', '2021-05-12', '2021-05-12']",D_전원일치,0.0
002400.jpg,2023-01-05,1,['까지'],['2023-01-05'],2023-01-05,1,2023-01-05,1,2023-01-05,1,mid,958,1277,1.223366,"['2023-01-05', '2023-01-05', '2023-01-05', '2023-01-05']",D_전원일치,0.0
001056.jpg,2022-05-27,1,"['까지', '별도표기', '유통기한']",['2022-05-27'],2022-05-27,1,2022-05-27,1,2022-05-27,1,mid,668,890,0.59452,"['2022-05-27', '2022-05-27', '2022-05-27', '2022-05-27']",D_전원일치,0.0
002705.jpg,,1,[],['2007-12-21'],,1,,1,,1,mid,1504,1128,1.696512,"[None, None, None, None]",C_전원실패,0.0
002786.jpg,,0,['MFG'],[],,0,,0,,0,mid,794,846,0.671724,"[None, None, None, None]",C_전원실패,0.0
000663.jpg,2026-02-10,2,"['까지', '부터']","['2025-09-11', '2026-02-10']",2026-02-10,2,2026-02-10,2,2026-02-10,2,mid,1177,2092,2.462284,"['2026-02-10', '2026-02-10', '2026-02-10', '2026-02-10']",D_전원일치,0.0
002592.jpg,,0,[],[],,1,,1,,0,mid,1016,1355,1.37668,"[None, None, None, None]",C_전원실패,0.0
003290.jpg,2022-12-22,1,[],['2022-12-22'],2022-12-22,1,2022-12-22,1,2022-12-22,1,mid,1254,1672,2.096688,"['2022-12-22', '2022-12-22', '2022-12-22', '2022-12-22']",D_전원일치,0.0
000588.jpg,2025-11-28,1,['까지'],['2025-11-28'],2025-11-28,1,2025-11-28,1,2025-11-28,1,mid,1050,1400,1.47,"['2025-11-28', '2025-11-28', '2025-11-28', '2025-11-28']",D_전원일치,0.0
002373.jpg,,0,['제조일자'],[],,0,,0,,0,mid,724,966,0.699384,"[None, None, None, None]",C_전원실패,0.0
001995.jpg,,0,[],[],,0,,0,,0,mid,1094,1458,1.595052,"[None, None, None, None]",C_전원실패,0.0
001382.jpg,,0,['제조일자'],[],2023-01-05,1,,0,,0,mid,948,1264,1.198272,"[None, '2023-01-05', None, None]",B_검출경계,0.25
001548.jpg,,0,[],[],,0,,0,,0,mid,775,1034,0.80135,"[None, None, None, None]",C_전원실패,0.0
003198.jpg,,0,['별도표기'],[],,0,,0,,0,mid,980,1306,1.27988,"[None, None, None, None]",C_전원실패,0.0
002554.jpg,,0,[],[],,0,,0,,0,mid,980,1307,1.28086,"[None, None, None, None]",C_전원실패,0.0
001772.jpg,2020-08-07,1,['까지'],['2020-08-07'],2020-08-07,1,2020-08-07,1,2020-08-07,1,mid,964,789,0.760596,"['2020-08-07', '2020-08-07', '2020-08-07', '2020-08-07']",D_전원일치,0.0
001093.jpg,,0,[],[],,0,,0,,0,mid,974,1299,1.265226,"[None, None, None, None]",C_전원실패,0.0
002769.jpg,,0,['EXP'],[],,0,,0,,0,mid,651,840,0.54684,"[None, None, None, None]",C_전원실패,0.0
002045.jpg,2021-12-10,1,"['까지', '유통기한', '제조일자']",['2021-12-10'],2021-12-10,1,,0,2021-12-10,1,mid,642,856,0.549552,"['2021-12-10', '2021-12-10', None, '2021-12-10']",B_검출경계,0.25
001710.jpg,2021-10-15,2,"['까지', '부터']","['2021-01-16', '2021-10-15']",2021-10-15,2,2021-01-16,1,2021-10-15,2,mid,965,1285,1.240025,"['2021-10-15', '2021-10-15', '2021-01-16', '2021-10-15']",A_날짜불일치,0.25
001141.jpg,,0,['EXP'],[],,0,,0,,0,mid,983,1311,1.288713,"[None, None, None, None]",C_전원실패,0.0
003304.jpg,,0,[],[],,0,,0,,0,mid,1924,1443,2.776332,"[None, None, None, None]",C_전원실패,0.0
002070.jpg,2022-03-24,1,['품질유지기한'],['2022-03-24'],2022-03-24,1,2022-03-24,1,,0,mid,511,710,0.36281,"['2022-03-24', '2022-03-24', '2022-03-24', None]",B_검출경계,0.25
002458.jpg,,0,['유통기한'],[],,0,,0,,0,mid,851,1135,0.965885,"[None, None, None, None]",C_전원실패,0.0
002054.jpg,,0,"['BEST_BEFORE', 'MFG']",[],,0,,0,,0,mid,736,887,0.652832,"[None, None, None, None]",C_전원실패,0.0
001822.jpg,,0,['제조일자'],[],,0,,0,,0,mid,915,1220,1.1163,"[None, None, None, None]",C_전원실패,0.0
002459.jpg,2021-11-30,1,"['까지', '제조일자']",['2021-11-30'],2021-11-30,1,2021-11-30,1,2021-11-30,1,mid,1028,1274,1.309672,"['2021-11-30', '2021-11-30', '2021-11-30', '2021-11-30']",D_전원일치,0.0
001647.jpg,2021-12-14,1,"['EXP', '유통기한']",['2021-12-14'],2021-12-14,1,2021-12-14,1,2021-12-14,1,mid,772,899,0.694028,"['2021-12-14', '2021-12-14', '2021-12-14', '2021-12-14']",D_전원일치,0.0
001655.jpg,2019-09-12,1,[],['2019-09-12'],2019-09-12,1,2019-09-12,1,2019-09-12,1,mid,1004,1320,1.32528,"['2019-09-12', '2019-09-12', '2019-09-12', '2019-09-12']",D_전원일치,0.0
001780.jpg,,1,"['까지', '부터']",['2003-02-12'],,0,,0,,1,mid,1110,602,0.66822,"[None, None, None, None]",C_전원실패,0.0
002721.jpg,2022-12-30,1,['유통기한'],['2022-12-30'],2022-12-30,1,,0,2022-12-30,1,mid,989,1319,1.304491,"['2022-12-30', '2022-12-30', None, '2022-12-30']",B_검출경계,0.25
000518.jpg,2026-09-14,1,['까지'],['2026-09-14'],2026-09-14,1,2026-09-14,1,2026-09-14,1,mid,1050,1400,1.47,"['2026-09-14', '2026-09-14', '2026-09-14', '2026-09-14']",D_전원일치,0.0
001526.jpg,,0,['유통기한'],[],2021-01-21,1,2021-01-21,1,,0,mid,907,1210,1.09747,"[None, '2021-01-21', '2021-01-21', None]",B_검출경계,0.5
001376.jpg,2021-12-02,1,[],['2021-12-02'],,0,2021-12-12,1,2021-12-02,1,mid,1025,1367,1.401175,"['2021-12-02', None, '2021-12-12', '2021-12-02']",A_날짜불일치,0.5
000580.jpg,,0,[],[],,0,,0,,0,mid,1050,1400,1.47,"[None, None, None, None]",C_전원실패,0.0
003266.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,2031,1524,3.095244,"[None, None, None, None]",C_전원실패,0.0
003148.jpg,2022-01-14,1,[],['2022-01-14'],2022-01-14,1,2022-01-14,1,2022-01-14,1,mid,816,1088,0.887808,"['2022-01-14', '2022-01-14', '2022-01-14', '2022-01-14']",D_전원일치,0.0
002649.jpg,,0,[],[],,0,,0,,0,mid,1250,837,1.04625,"[None, None, None, None]",C_전원실패,0.0
001040.jpg,2022-04-15,1,[],['2022-04-15'],2022-04-15,1,2022-04-15,1,2022-04-15,1,mid,1008,756,0.762048,"['2022-04-15', '2022-04-15', '2022-04-15', '2022-04-15']",D_전원일치,0.0
001639.jpg,,0,[],[],,0,,0,,0,mid,577,738,0.425826,"[None, None, None, None]",C_전원실패,0.0
001712.jpg,2021-07-18,1,"['까지', '부터']",['2021-07-18'],2021-07-18,1,2021-07-18,1,2021-07-18,1,mid,939,1253,1.176567,"['2021-07-18', '2021-07-18', '2021-07-18', '2021-07-18']",D_전원일치,0.0
002849.jpg,2021-08-15,1,"['유통기한', '제조일자']",['2021-08-15'],2021-08-15,1,2021-09-15,1,2021-08-15,1,mid,962,1283,1.234246,"['2021-08-15', '2021-08-15', '2021-09-15', '2021-08-15']",A_날짜불일치,0.25
001987.jpg,,0,[],[],,0,,0,,0,mid,983,1310,1.28773,"[None, None, None, None]",C_전원실패,0.0
002111.jpg,2022-08-25,1,[],['2022-08-25'],2022-08-25,1,2022-08-25,1,2022-08-25,1,mid,739,985,0.727915,"['2022-08-25', '2022-08-25', '2022-08-25', '2022-08-25']",D_전원일치,0.0
002366.jpg,,0,[],[],,0,,0,,0,mid,574,845,0.48503,"[None, None, None, None]",C_전원실패,0.0
000696.jpg,2025-10-28,1,"['까지', '제조일자']",['2025-10-28'],2025-10-28,1,2025-10-28,1,2025-10-28,1,mid,1317,2341,3.083097,"['2025-10-28', '2025-10-28', '2025-10-28', '2025-10-28']",D_전원일치,0.0
000554.jpg,,0,[],[],2027-09-17,1,2027-09-17,1,,0,mid,1050,1400,1.47,"[None, '2027-09-17', '2027-09-17', None]",B_검출경계,0.5
002956.jpg,2021-01-02,1,['제조일자'],['2021-01-02'],2021-01-02,1,2021-01-02,1,2021-01-02,1,mid,813,1084,0.881292,"['2021-01-02', '2021-01-02', '2021-01-02', '2021-01-02']",D_전원일치,0.0
000605.jpg,,0,['까지'],[],,0,,0,,0,mid,1613,763,1.230719,"[None, None, None, None]",C_전원실패,0.0
001458.jpg,2022-10-29,1,[],['2022-10-29'],2022-10-29,1,,0,2022-10-29,1,mid,685,914,0.62609,"['2022-10-29', '2022-10-29', None, '2022-10-29']",B_검출경계,0.25
002822.jpg,2021-10-07,1,"['까지', '유통기한']",['2021-10-07'],,0,2021-10-07,1,2021-10-07,1,mid,931,1242,1.156302,"['2021-10-07', None, '2021-10-07', '2021-10-07']",B_검출경계,0.25
001763.jpg,2021-12-23,1,[],['2021-12-23'],2021-12-23,1,2021-12-23,1,2021-12-23,1,mid,1008,756,0.762048,"['2021-12-23', '2021-12-23', '2021-12-23', '2021-12-23']",D_전원일치,0.0
000569.jpg,,0,['까지'],[],2025-11-02,1,2025-11-02,1,,0,mid,1050,1400,1.47,"[None, '2025-11-02', '2025-11-02', None]",B_검출경계,0.5
000994.jpg,,0,[],[],,0,,0,,0,mid,1023,1364,1.395372,"[None, None, None, None]",C_전원실패,0.0
003234.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,1439,1919,2.761441,"[None, None, None, None]",C_전원실패,0.0
002611.jpg,,0,[],[],2021-12-01,1,2021-12-01,1,,0,mid,911,1215,1.106865,"[None, '2021-12-01', '2021-12-01', None]",B_검출경계,0.5
001051.jpg,2022-12-20,1,"['유통기한', '제조일자']",['2022-12-20'],2022-12-20,1,2022-12-20,1,2022-12-20,1,mid,683,912,0.622896,"['2022-12-20', '2022-12-20', '2022-12-20', '2022-12-20']",D_전원일치,0.0
000661.jpg,2026-04-17,2,"['까지', '소비기한']","['2014-06-15', '2026-04-17']",,0,2026-04-17,1,2026-04-17,2,mid,1052,1870,1.96724,"['2026-04-17', None, '2026-04-17', '2026-04-17']",B_검출경계,0.25
002181.jpg,,0,['까지'],[],,0,,0,,0,mid,920,1344,1.23648,"[None, None, None, None]",C_전원실패,0.0
002945.jpg,,0,[],[],,0,,0,,0,mid,935,1247,1.165945,"[None, None, None, None]",C_전원실패,0.0
002872.jpg,2021-04-07,1,['까지'],['2021-04-07'],2021-04-07,1,2021-04-07,1,2021-04-07,1,mid,795,1060,0.8427,"['2021-04-07', '2021-04-07', '2021-04-07', '2021-04-07']",D_전원일치,0.0
001997.jpg,2021-12-27,1,[],['2021-12-27'],2021-12-27,1,2021-12-27,1,2021-12-27,1,mid,955,1273,1.215715,"['2021-12-27', '2021-12-27', '2021-12-27', '2021-12-27']",D_전원일치,0.0
002504.jpg,2022-01-06,1,[],['2022-01-06'],2022-01-06,1,2022-01-06,1,2022-01-06,1,mid,1017,1356,1.379052,"['2022-01-06', '2022-01-06', '2022-01-06', '2022-01-06']",D_전원일치,0.0
000877.jpg,,0,[],[],,0,,0,,0,mid,913,684,0.624492,"[None, None, None, None]",C_전원실패,0.0
000666.jpg,,0,['까지'],[],,0,,0,,0,mid,1538,2735,4.20643,"[None, None, None, None]",C_전원실패,0.0
000589.jpg,2026-04-02,1,['소비기한'],['2026-04-02'],2026-04-02,1,2026-04-02,1,2026-04-02,1,mid,1050,1400,1.47,"['2026-04-02', '2026-04-02', '2026-04-02', '2026-04-02']",D_전원일치,0.0
001211.jpg,2021-07-03,1,"['유통기한', '제조일자']",['2021-07-03'],2021-07-03,1,2021-07-03,1,2021-07-03,1,mid,965,723,0.697695,"['2021-07-03', '2021-07-03', '2021-07-03', '2021-07-03']",D_전원일치,0.0
002109.jpg,,0,"['까지', '별도표기', '유통기한', '제조일자']",[],,0,,0,,0,mid,656,1015,0.66584,"[None, None, None, None]",C_전원실패,0.0
002839.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,891,1188,1.058508,"[None, None, None, None]",C_전원실패,0.0
001028.jpg,2021-07-07,2,['제조일자'],"['2021-01-08', '2021-07-07']",2021-07-07,2,2021-07-07,2,2021-07-07,2,mid,1008,756,0.762048,"['2021-07-07', '2021-07-07', '2021-07-07', '2021-07-07']",D_전원일치,0.0
003120.jpg,2021-09-30,1,"['까지', '별도표기']",['2021-09-30'],2021-09-30,1,2021-09-30,1,2021-09-30,1,mid,742,893,0.662606,"['2021-09-30', '2021-09-30', '2021-09-30', '2021-09-30']",D_전원일치,0.0
002695.jpg,2022-01-14,1,"['까지', '부터', '제조일자']",['2022-01-14'],2022-01-14,1,2022-01-14,1,,0,mid,954,1272,1.213488,"['2022-01-14', '2022-01-14', '2022-01-14', None]",B_검출경계,0.25
001797.jpg,,0,"['까지', '부터']",[],,0,,0,,0,mid,1134,576,0.653184,"[None, None, None, None]",C_전원실패,0.0
001138.jpg,,0,[],[],,0,,0,,0,mid,776,1034,0.802384,"[None, None, None, None]",C_전원실패,0.0
002553.jpg,2021-01-22,2,['BEST_BEFORE'],"['2010-10-03', '2021-01-22']",,0,2021-01-22,1,2021-01-22,2,sq640,640,640,0.4096,"['2021-01-22', None, '2021-01-22', '2021-01-22']",B_검출경계,0.25
003182.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001143.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002555.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002806.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001782.jpg,2022-10-01,1,[],['2022-10-01'],2022-10-01,1,,0,2022-10-01,1,sq640,640,640,0.4096,"['2022-10-01', '2022-10-01', None, '2022-10-01']",B_검출경계,0.25
002702.jpg,,0,"['까지', '유통기한', '제조일자']",[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001157.jpg,2024-09-30,1,['까지'],['2024-09-30'],,0,2024-09-30,2,,0,sq640,640,640,0.4096,"['2024-09-30', None, '2024-09-30', None]",B_검출경계,0.5
